address
"CHELTENHAM PL & PHINNEY WY, San Jose, CA"
"GLENANGUR & TULLY, San Jose, CA"
"MASONIC DR & CANOAS GARDEN AV, San Jose, CA"
"COLT WY & PEACEFUL GLEN CT, San Jose, CA"
"CRAILFORD CT & DUNDALE DR, San Jose, CA"
"N BAYSHORE RD W & BERRYESSA RD, San Jose, CA"
"CALADO AV & FALLBROOK AV, San Jose, CA"
"1750 PINE HOLLOW CT, San Jose, CA"
"W TAYLOR ST & CHESTNUT ST, San Jose, CA"
"NB 880 TO 1ST RP & N 1ST ST, San Jose, CA"
"JACOB AV & WILLOWVIEW DR, San Jose, CA"
"WOODS WY & CENTERWOOD WY, San Jose, CA"
"RAVENS PLACE WY & POLTON PLACE, San Jose, CA"
"DEAD END & MUIRFIELD DR, San Jose, CA"
"CAPE HORN CT & CAPE HORN PL, San Jose, CA"
"BRANBURY WY & DEAD END, San Jose, CA"
"NB 280 TO NB 87 RP & SB 280 TO, San Jose, CA"
"STAUFFER & OAK, San Jose, CA"
"NB & S OF TAYLOR, San Jose, CA"
"POSTON DR & RUE CANNES, San Jose, CA"
"550 N 10TH ST SJ GRANT, San Jose, CA"
"1350 BRANHAM LANE EAS, San Jose, CA"
"15050 LOS GATOS BL, San Jose, CA"
"1250 STONE, San Jose, CA"
"RIVER OAKS PY & CAMILLE CL, San Jose, CA"
"RADOYKA DR & OBRAD DR, San Jose, CA"
"LYLEWOOD CT & GREENYARD ST, San Jose, CA"
"1450 FRUITIDALE AV, San Jose, CA"
"CIELITO WY & SAN ANSELMO WY, San Jose, CA"
"MITZI DR & RANCHERO WY, San Jose, CA"
"SOUTHWEST EX & CORLISTA DR, San Jose, CA"
"N 1ST ST & LICK MILL BL, San Jose, CA"
"WINDSOR ST & MELVIN DR, San Jose, CA"
"MABURY RD & GRIDLEY ST, San Jose, CA"
"NEIMAN BL & DANIEL MALONEY DR, San Jose, CA"
"SILCREEK DR & MCCREERY AV, San Jose, CA"
"WOOSLEY DR & LOS PINOS WY, San Jose, CA"
"STORY & HY 280, San Jose, CA"
"5050 PEACH TR, San Jose, CA"
"ROSSWOOD DR & BEL ESCOU DR, San Jose, CA"
"SIERRA RD & ONSLOW WY, San Jose, CA"
"5750 VIA MONTE # C, San Jose, CA"
"PERKINS CT & RICHARDSON DR, San Jose, CA"
"FLINT CREEK DR & ALDER CREEK C, San Jose, CA"
"N WHITE RD & RIDGEGATE DR, San Jose, CA"
"GERONIMO DR & CHOCTAW DR, San Jose, CA"
"CIRELLI DR & NIEMAN BL, San Jose, CA"
"SAPWOOD WY & MOSSDALE WY, San Jose, CA"
"JACOB AV & GLACIER DR, San Jose, CA"
"CELESTINE AV & PASCOE AV, San Jose, CA"
"ORESTES WY & VIA CRISTOBAL, San Jose, CA"
"FRANKLIN CT & MABURY RD, San Jose, CA"
"STORY RD & HY 101, San Jose, CA"
"RAMSTREE DR & SHADOWTREE DR, San Jose, CA"
"FERRARI AV & FORRESTAL AV, San Jose, CA"
"AREZZO POINTE CT & MATISEE WY, San Jose, CA"
"FIJI DR & MABURY RD, San Jose, CA"
"STRATFORD PARK CT & ROYALE PAR, San Jose, CA"
"WATTERS DR & MACHADO LN, San Jose, CA"
"DECLARATION WY & DEAD END, San Jose, CA"
"SPIRO DR & APPIAN LN, San Jose, CA"
"PRINTEMPO DR & PRINTEMPO PL, San Jose, CA"
"DEAD END & CARROLL OAKS WY, San Jose, CA"
"SEBASIAN WY & HELLYER AV, San Jose, CA"
"ABORN RD & BLUE CREEK CT, San Jose, CA"
"SUGAR MAPLE DR & SKYWAY DR, San Jose, CA"
"SERENA CT & CHIECHI AV, San Jose, CA"
"CAPE JESSUP DR & WAVE PL, San Jose, CA"
"ABORN RD & JANELLE DR, San Jose, CA"
"VALLEY FORGE WY & CADILLAC DR, San Jose, CA"
"COYOTE RD & SILVER CREEK VALLE, San Jose, CA"
"BRANHAM LN & DELANTE TR, San Jose, CA"
"OAKLAND RD & JUNEAU WY, San Jose, CA"
"MELBOURNE BL & DEAD END, San Jose, CA"
"THAMES DR & ALCANTE DR, San Jose, CA"
"VERNAZZA AV & LOUVRE AV, San Jose, CA"
"CASTLE GLEN AV & HUNTINGDON DR, San Jose, CA"
"GAZELLE DR & REGINA WY, San Jose, CA"
"SB 280 FROM VIRGINIA RP & SB 2, San Jose, CA"
"CHARMAT CT & PINOT BLANC WY, San Jose, CA"
"NEW CT & COMANCHE DR, San Jose, CA"
"GLEN KEATS CT & GLEN FERGUSON , San Jose, CA"
"1650 TERLYIN, San Jose, CA"
"2750 E TRIMBE RD, San Jose, CA"
"150 E HEDDING ST SJ PE, San Jose, CA"
"CAPE HORN DR & CAPE DIAMOND DR, San Jose, CA"
"SB 280 FROM BIRD RP & BIRD AV, San Jose, CA"
"2100 DE LA CRUZ BL, San Jose, CA"
"DEAD END & MIWOK DR, San Jose, CA"
"JUNEBERRY CT & SNELL AV, San Jose, CA"
"STORY RD & NAPLES DR, San Jose, CA"
"RENO DR & FRONDA DR, San Jose, CA"
"OAK ST & WASHINGTON SCHOOL, San Jose, CA"
"VOLTAIRE ST & STRADA CIRCOLARE, San Jose, CA"
"LINCOLN AV & RICHLAND AV, San Jose, CA"
"EBONY WY & WOODLEY DR, San Jose, CA"
"TILLAMOOK DR & COLLEEN DR, San Jose, CA"
"3650 FLAGERT, San Jose, CA"
"DOYLE RD & WINDING WY, San Jose, CA"
"RAMONA AV & BROADWAY AV, San Jose, CA"
"BAYSIDE CT & LANNING WY, San Jose, CA"
"DE LA CRUZ BL & NB 101 FROM TR, San Jose, CA"
"S 17TH ST & E SAN SALVADOR ST, San Jose, CA"
"CRUCERO & SUMMER BLOSSOM, San Jose, CA"
"DUNSBURRY WY & GLENBURRY WY, San Jose, CA"
"MCNEAL ST & MERCADO WY, San Jose, CA"
"ORVIS AV & EAST BANK COYOTE CR, San Jose, CA"
"MIDVALE LN & LEWISTON DR, San Jose, CA"
"AMBERLY LN & STALLION WY, San Jose, CA"
"SPECIALE WY & ALMADEN RD, San Jose, CA"
"1450 PALM VIEW, San Jose, CA"
"MABURY RD & PRIDE ST, San Jose, CA"
"HILLCAP AV & W CAPITOL EX, San Jose, CA"
"MAZZONE DR & CROSS SPRINGS DR, San Jose, CA"
"HEMMINGWAY CT & HEMMINGWAY RD, San Jose, CA"
"350 CRECENT VILLAGE, San Jose, CA"
"COLUMBINE DR & OAKLEAF DR, San Jose, CA"
"PARKVIEW AV & PARKWEST DR, San Jose, CA"
"SILVERWOOD DR & MANDA DR, San Jose, CA"
"NB 280 FROM VINE RP & NB 280 T, San Jose, CA"
"PHOENIX DR & GLEASON AV, San Jose, CA"
"AVENIDA ABETOS & AVENIDA ARBOL, San Jose, CA"
"HALKINS DR & WHITE OAKS AV, San Jose, CA"
"450 CALABRIA ST, San Jose, CA"
"CAPITOL EXPY & CUNNINGHAM AV, San Jose, CA"
"SNELL AV & GRANITE ROCK WY, San Jose, CA"
"150 AT 4TH, San Jose, CA"
"5350 BIRCHGROVE, San Jose, CA"
"MITTON DR & ASHWORTH WY, San Jose, CA"
"PLAZA WY & ALMADEN EX, San Jose, CA"
"SCHOOLHOUSE RD & VERANDA WY, San Jose, CA"
"ABIGAIL LN & STALLION WY, San Jose, CA"
"15050 LAGGAS RD, San Jose, CA"
"ZANKER RD & MORGRIDGE WY, San Jose, CA"
"KINGWOOD WY & CARLTON AV, San Jose, CA"
"DUNN AV & ARABIAN ST, San Jose, CA"
"PIAZZA WY & RIDGEVIEW AV, San Jose, CA"
"SEBASTIAN BORELLO DR & DEAD EN, San Jose, CA"
"N KING RD & S ST JAMES ST, San Jose, CA"
"15050 LLAGAS RD, San Jose, CA"
"CALIENTE WY & MONTE CRESTA WY, San Jose, CA"
"ROBERT FOWLER WY & JOHN MONTGO, San Jose, CA"
"2150 LANI, San Jose, CA"
"GIRAUDO DR & ASHMONT DR, San Jose, CA"
"KINGSPARK DR & LASSENPARK CL, San Jose, CA"
"DEAD END & JEROME ST, San Jose, CA"
"RAWLS WY & RAWLS CT, San Jose, CA"
"BRITTON AV & CHERRY AV, San Jose, CA"
"KLIPSPRINGER DR & BRANHAM LN, San Jose, CA"
"ISABEL DR & WILLOW ST, San Jose, CA"
"GRAPEVINE WY & PAJARO WY, San Jose, CA"
"CRESTMONT DR & HARRIS AV, San Jose, CA"
"LOSSE CT & N SAN PEDRO ST, San Jose, CA"
"CHYNOWETH CT & CHYNOWETH AV, San Jose, CA"
"ULMAN CT & DEER ISLE DR, San Jose, CA"
"CORKERHILL WY & CAMPERDOWN WY, San Jose, CA"
"ROSE AV & KEEVER CT, San Jose, CA"
"GLEN SHARON WY & DEAD END, San Jose, CA"
"NEW STREET & FRANCIS DR, San Jose, CA"
"MT ROYAL DR & MT CARMEL DR, San Jose, CA"
"WB CAPITOL W & O SEVEN TREES B, San Jose, CA"
"HOKETT WY & SHADELANDS DR, San Jose, CA"
"OAKBERRY WY & SPRINGER WY, San Jose, CA"
"BUCKNALL RD & WHITWOOD LN, San Jose, CA"
"QUAIL BLUFF LN & NIEMAN BL, San Jose, CA"
"FALLS CREEK DR & CHIMAY WY, San Jose, CA"
"WESTWOOD DR & FOUNTAIN CL, San Jose, CA"
"AMANDA DR & AGATHA WY, San Jose, CA"
"QUEENS CROSSING DR & CHIPPENHA, San Jose, CA"
"MABURY RD & FRANKLIN CT, San Jose, CA"
"BECKHAM DR & DADE CT, San Jose, CA"
"WYRICK AV & STANDISH DR, San Jose, CA"
"EL GRANDE DR & BAYO VISTA, San Jose, CA"
"UNION AV & LAKEBIRD PL, San Jose, CA"
"LOS ARBOLES & CAZ DR, San Jose, CA"
"HURST AV & WILLOWHURST AV, San Jose, CA"
"ROCK CANYON CIR & PENITENCIA C, San Jose, CA"
"DOWNS DR & SPRUCEMONT PL, San Jose, CA"
"MT SHASTA DR & MT VISTA DR, San Jose, CA"
"S 15TH ST & S 16TH ST, San Jose, CA"
"AIELLO DR & WALL ST, San Jose, CA"
"1050 E CAPITOL EXWY, San Jose, CA"
"ABORN RD & WHITEROSE DR, San Jose, CA"
"FAIRWEATHER LN & FRANCISCO AV, San Jose, CA"
"CLIFTON AV & S GENEVIEVE LN, San Jose, CA"
"CASA MIA DR & WILLESTER AV, San Jose, CA"
"CAMPERDOWN WY & PROVANMILL WY, San Jose, CA"
"RIDGETREE WY & RALENE PL, San Jose, CA"
"TOBIAS DR & HOWES LN, San Jose, CA"
"CHYNOWETH AV & STUDEBAKER CL, San Jose, CA"
"LIMEWOOD DR & DRYWOOD LN, San Jose, CA"
"CARRACCI LN & MICHELANGELO DR, San Jose, CA"
"ALUM ROCK AV & N CLAREMONT AV, San Jose, CA"
"2150 CALLE ARTES, San Jose, CA"
"WONDERAMA DR & PIXANNE CT, San Jose, CA"
"PRICE WY & GUNAR DR, San Jose, CA"
"HURST AV & HAMILTON AV, San Jose, CA"
"JULIAN & ALMADEN, San Jose, CA"
"COMO LN & SHAW DR, San Jose, CA"
"MARTINVALE LN & EL MARCERO CT, San Jose, CA"
"LINDEN DR & HEATHERDALE AV, San Jose, CA"
"FRANQUETTE AV & LINCOLN AV, San Jose, CA"
"SUNSET VIEW PL & S SUNSET AV, San Jose, CA"
"LOS PINOS WY & MOUNTFORD DR, San Jose, CA"
"1050 ON 3, San Jose, CA"
"ALTAMARA AV & RUE MIRASSOU, San Jose, CA"
"250 LYNN AVE MILPITAS, San Jose, CA"
"50 VALLEY VIEW AV, San Jose, CA"
"150 AT CAP EX, San Jose, CA"
"SILVER CREEK RD & MOCKING PLAC, San Jose, CA"
"ACORN WY & EDEN AV, San Jose, CA"
"JARVIS CT & JARVIS AV, San Jose, CA"
"GRAYSTONE MEADOW DR & ROCKY CR, San Jose, CA"
"TARTARIAN WY & GRAYWOOD DR, San Jose, CA"
"1650 MERIDAIN, San Jose, CA"
"KIMBER CT & LEIGH AV, San Jose, CA"
"TRAFFIC LP & E CAPITOL EX, San Jose, CA"
"RAVENS PLACE WY & GARDIE PLACE, San Jose, CA"
"SKYVIEW DR & SIERRA RD, San Jose, CA"
"950 WHITE MOONSTONE L, San Jose, CA"
"DEAD END & SEQUOIA CREEK DR, San Jose, CA"
"550 CALABRIA ST, San Jose, CA"
"KNIGHTS ESTATES & SILVER ESTAT, San Jose, CA"
"950 THACKERY, San Jose, CA"
"2750 FERRARA CL, San Jose, CA"
"16950 MONTEREY RD MO, San Jose, CA"
"WALLACE DR & TAMALPAIS AV, San Jose, CA"
"SENTER RD & GROTH PL, San Jose, CA"
"FOOTHILL DR & BOWEN AV, San Jose, CA"
"2350 LOS COCHES AV, San Jose, CA"
"WINE GROWER WY & S BASCOM AV, San Jose, CA"
"CARAWAY CT & CRYSTALBERRY TR, San Jose, CA"
"CARRYDUFF WY & EAGLEHURST DR, San Jose, CA"
"TRIMBLE FROM GUADALUPE RP & W , San Jose, CA"
"3450 LEVER CT, San Jose, CA"
"STARBRIGHT DR & STRATFORD DR, San Jose, CA"
"TYMN WY & COYNE CT, San Jose, CA"
"ALAMEDA WY & NEWHALL ST, San Jose, CA"
"NARVAEZ AV & MASSACHUSETTS DR, San Jose, CA"
"PETER PAN & VANWINKLE, San Jose, CA"
"1150 CHIAPAS TR, San Jose, CA"
"MONTAGUE EX & LANDESS AV, San Jose, CA"
"SPADAFORE AV & SPADAFORE CT, San Jose, CA"
"BEL MIRA WY & LORENZO LN, San Jose, CA"
"N MONTGOMERY ST & W SAN CARLOS, San Jose, CA"
"PECAN GROVE CT & SIGRID WY, San Jose, CA"
"HARRIS AV & GUNAR DR, San Jose, CA"
"RUTH DR & BARBARA WY, San Jose, CA"
"W SAN FERNANDO ST & PARK CENTE, San Jose, CA"
"HEATHFIELD DR & BLUE MIST PL, San Jose, CA"
"SB 280 TO BIRD RP & SB 280 TO , San Jose, CA"
"MONICA LN & WESTFIELD AV, San Jose, CA"
"AUTUMNVALE DR & SHADOWVALE WY, San Jose, CA"
"DON OCTAVIO CT & DON ENRICO CT, San Jose, CA"
"250 OFF KING, San Jose, CA"
"300 OCONNOR, San Jose, CA"
"CHUCKWOOD DR & AMBERGROVE DR, San Jose, CA"
"MICHELE WY & S BLANEY AV, San Jose, CA"
"WILLOWMONT AV & WILLOWVIEW DR, San Jose, CA"
"BOWLING GREEN DR & TIERRA BUEN, San Jose, CA"
"MONCUCCO CT & MONCUCCO WY, San Jose, CA"
"GUADALUPE & ST JOHN, San Jose, CA"
"THE VILLAGES PY & NORTE VERANO, San Jose, CA"
"CHERRYVIEW LN & CHERRY AV APT , San Jose, CA"
"N BAYSHORE RD W & N 23RD ST, San Jose, CA"
"TIFTON WY & BOURET DR, San Jose, CA"
"ALMADEN EX & BOSE LN, San Jose, CA"
"BERRYESSA RD & JONESPORT AV, San Jose, CA"
"FERRARI AV & SAN JUAN AV, San Jose, CA"
"EDGEGATE DR & EDGEVIEW CT, San Jose, CA"
"WILLOWDALE DR & MERIDIAN AV, San Jose, CA"
"2450 LA TERRACE CL, San Jose, CA"
"MONFERINO DR & DEAD END, San Jose, CA"
"CHESTNUT ST & VERMONT ST, San Jose, CA"
"RUBINO CL & BLAINE CT, San Jose, CA"
"PORT WY & N JACKSON AV, San Jose, CA"
"MEADOWFAIRE DR & UMBARGER RD, San Jose, CA"
"CALERO AV & YUROK CL, San Jose, CA"
"BRIDLE WY & ROAN ST, San Jose, CA"
"S BLANEY AV & MICHELE WY, San Jose, CA"
"NEW STREET & SB 101 FROM MATRI, San Jose, CA"
"MEADOW PINE PL & AZEVEDO PY, San Jose, CA"
"E TASMAN DR & BAY PARK CT, San Jose, CA"
"CLEVELAND AV & OLIVE AV, San Jose, CA"
"DUCKETT WY & DUCKETT CT, San Jose, CA"
"WHITE OAKS AV & MYSTIC DR, San Jose, CA"
"DANIEL MALONEY DR & COLT WY, San Jose, CA"
"FOXWORTHY AV & LANSFORD AV, San Jose, CA"
"FAYE PARK DR & NARVAEZ AV, San Jose, CA"
"INDUSTRIAL AV & LANE B, San Jose, CA"
"BRANHAM LN & FORT ROYAL PL, San Jose, CA"
"PAYNE AV & BARKWOOD WY, San Jose, CA"
"STORY RD & FELIPE, San Jose, CA"
"RUFF DR & SPRING ST, San Jose, CA"
"LONG VALLEY TR & BASKING RIDGE, San Jose, CA"
"ALTAMARA AV & EINSTEIN CT, San Jose, CA"
"ROXANNE DR & CHEVALIER DR, San Jose, CA"
"HIGHWOOD DR & MARMONT WY, San Jose, CA"
"50 MONOCITO VISTA DR, San Jose, CA"
"WAVERLY AV & HARBOR VIEW AV, San Jose, CA"
"SUN RISE DR & GOLD ST, San Jose, CA"
"GLENOAK CT & LITTLEOAK DR, San Jose, CA"
"WHITE PEACH WY & SNOWFLAKE WY, San Jose, CA"
"LORIENT TR & SEVIN TR, San Jose, CA"
"VASSAR DR & PRINCETON DR, San Jose, CA"
"DOBBIN DR & NEWBURY PARK DR, San Jose, CA"
"DE MARIETTA CT & NEW STREET, San Jose, CA"
"VEGAS DR & WALLACE DR, San Jose, CA"
"CASTLE DR & FOXWORTHY AV, San Jose, CA"
"PORTOBELO DR & LUNING DR, San Jose, CA"
"EXCALIBUR & E CAPITOL EX, San Jose, CA"
"SB 680 TO SB 680 RP & MCKEE RD, San Jose, CA"
"E ST JAMES ST & BASCHAV, San Jose, CA"
"YERBA BUENA RD & GLENGROVE WY, San Jose, CA"
"S MONROE ST & S BAYWOOD AV, San Jose, CA"
"LISSOW DR & SANTA TERESA BL, San Jose, CA"
"ARDIS AV & MOORPARK AV, San Jose, CA"
"TAGART DR & BRITT WY, San Jose, CA"
"750 OLD BAYSHOR, San Jose, CA"
"SOLOMON CT & LOS PINOS WY, San Jose, CA"
"WHITE OAKS AV & FAIRCREST DR, San Jose, CA"
"MONTEVINO DR & NATOMA DR, San Jose, CA"
"200 SAN PEDRO CL, San Jose, CA"
"STEVENS CREEK BL & TORRE AV, San Jose, CA"
"GRIDLEY ST & GRIDLEY CT, San Jose, CA"
"MONTEVIDEO LN & TWIN OAKS LN, San Jose, CA"
"CUSTER DR & CALISTOGA DR, San Jose, CA"
"GEORGETTA DR & BRIARWOOD DR, San Jose, CA"
"SUMMER DR & MARCH DR, San Jose, CA"
"LAVA DR & GROUSE, San Jose, CA"
"LIBERTY ST & HOPPE ST, San Jose, CA"
"SHRIVER DR & SHRIVER CT, San Jose, CA"
"HIAWATHA DR & KEEWAYDIN CT, San Jose, CA"
"TAPER AV & BERNICE WY, San Jose, CA"
"1450 SENEGAL CT GILRO, San Jose, CA"
"RANKIN AV & LOSSE CT, San Jose, CA"
"RYCROFT CT & BRET HARTE DR, San Jose, CA"
"VISTA LP & RIDING CT, San Jose, CA"
"ASBURY ST & ELM ST, San Jose, CA"
"DE ALTURA CM & CAMPBELL AV, San Jose, CA"
"LOUISE AV & JUANITA AV, San Jose, CA"
"TRIESTE WY & OSWEGO DR, San Jose, CA"
"GOLDEN VISTA DR & AVENUE ONE, San Jose, CA"
"BLUE HILL DR & WEYBURN LN, San Jose, CA"
"CORDOY LN & MICHON DR, San Jose, CA"
"250 DEER RIDGE CL, San Jose, CA"
"CALLE PINTADA & DEAD END, San Jose, CA"
"MEADOWGATE WY & SUTTERGATE WY, San Jose, CA"
"AUDUBON DR & DEAD END, San Jose, CA"
"TENNANT AV & SOUTH SURF CT, San Jose, CA"
"TRINIDAD DR & COPPERWOOD CL, San Jose, CA"
"WOODBURY LN & CHISIN ST, San Jose, CA"
"150 S 3RD, San Jose, CA"
"N WINCHESTER BL & WOODLAND AV, San Jose, CA"
"KANEKO DR & CASTILLON WY, San Jose, CA"
"OLIVETREE DR & HAMLET CT, San Jose, CA"
"ALDERBROOK LN & BELVEDERE LN, San Jose, CA"
"DEAD END & WINFIELD BL, San Jose, CA"
"6400 SANTA TERESA BL, San Jose, CA"
"COUNTESS DR & QUEEN ANNE DR, San Jose, CA"
"ELESTER DR & CARLTON AV, San Jose, CA"
"17750 WALLA WALLA, San Jose, CA"
"TRINIDAD DR & MT PAKRON DR, San Jose, CA"
"OLIN AV & OLSEN DR, San Jose, CA"
"CAMINO VERDE DR & EL MOLINO WY, San Jose, CA"
"WESTBORO DR & HIGHWOOD DR, San Jose, CA"
"HAMILTON PL & GREENWICH CT, San Jose, CA"
"ROCKY CREEK CT & FLINT CREEK D, San Jose, CA"
"E HAMILTON AV & SALMAR AV, San Jose, CA"
"1850 VILLA CINCO DE M, San Jose, CA"
"TOMAHAWK DR & RUNNING BEAR CT, San Jose, CA"
"STORY & KING (LUCKY 7 PLOT), San Jose, CA"
"MCLAUGHLIN AV & BAGGINS CT, San Jose, CA"
"BELLEROSE DR & LAURELEI AV, San Jose, CA"
"UNIFIED WY & HWY 87, San Jose, CA"
"SHUMAKER WY & DOXEY DR, San Jose, CA"
"CALLE DE STUARDA & CORTE DE TE, San Jose, CA"
"DARTMOUTH DR & DWIGHT AV, San Jose, CA"
"SARATOGA AV & NB 280 FROM SARA, San Jose, CA"
"DIAMOND AV & LOCHNER DR, San Jose, CA"
"BRANHAM & BHR, San Jose, CA"
"1150 MCLAUGHLING, San Jose, CA"
"DEAD END & RUBINO DR, San Jose, CA"
"80 W HUMBOLDT ST & SHERMAN ST, San Jose, CA"
"LEE PL & SIERRA RD, San Jose, CA"
"INDIGO OAK LN & CRANE RIDGE LN, San Jose, CA"
"CURTNER AV & MAZZAGLIA AV, San Jose, CA"
"50 DS SWING UNIT TO PRP, San Jose, CA"
"PEBBLE BEACH DR & APPLE VALLEY, San Jose, CA"
"WAWONA DR & BRIARWOOD DR, San Jose, CA"
"ENBORG LN & BRADLEY AV, San Jose, CA"
"RAPOSA DR & BRANDYBUCK WY, San Jose, CA"
"CASTLEROCK DR & ECHO VALLEY DR, San Jose, CA"
"1150 BULLDOG BL, San Jose, CA"
"TOWNSEND PARK CL & PARK ENTRAN, San Jose, CA"
"E BROKAW RD & SB 880 FROM BROK, San Jose, CA"
"1650 CRANE ST, San Jose, CA"
"E ALTA VISTA WY & PARK WY, San Jose, CA"
"SAMARITAN DR & BURTON RD, San Jose, CA"
"MOORPARK AV & STEVENS CREEK BL, San Jose, CA"
"50 SB AT JULIAN, San Jose, CA"
"150 25ST ST, San Jose, CA"
"BOOKSIN AV & FUCHSIA DR, San Jose, CA"
"GLENFORD PARK CT & WINDSOR PAR, San Jose, CA"
"SANTA MARGARITA AV & SAN ANDRE, San Jose, CA"
"TULIP RD & N WINCHESTER BL, San Jose, CA"
"39450 CIVIC CENTER D, San Jose, CA"
"CLEARVIEW & CLAUSER, San Jose, CA"
"PELLEAS LN & GOLF DR, San Jose, CA"
"MT MCKINLEY DR & MT EVEREST DR, San Jose, CA"
"RAVENSWOOD WY & SIMBERLAN DR, San Jose, CA"
"MORRIE DR & MURIETTA LN, San Jose, CA"
"SHERWOOD AV & THE ALAMEDA, San Jose, CA"
"1750 KING RD, San Jose, CA"
"18021850 ANGELA S, San Jose, CA"
"N 1ST ST & EL BOSQUE AV, San Jose, CA"
"AVON CT & BLUEFIELD DR, San Jose, CA"
"CREEK POINT DR & KIPERASH DR, San Jose, CA"
"550 GIUFRIDA, San Jose, CA"
"VIA DEL RIO & AVENIDA ROTELLA, San Jose, CA"
"FERNWOOD AV & JILL AV, San Jose, CA"
"SYCAMORE AV & MONTEREY HY, San Jose, CA"
"JACKSON & BRUSH GLEN, San Jose, CA"
"BRODIE DR & SAFE HAVEN CT, San Jose, CA"
"HONEYSUCKLE DR & TAMPA CT, San Jose, CA"
"GIANT WY & DAVENPORT DR, San Jose, CA"
"BLOSSOM TREE LN & BLOSSOM CRES, San Jose, CA"
"WHISPERING PINES DR & ROLLING , San Jose, CA"
"WOODRIDGE WY & OCALA AV, San Jose, CA"
"CHARMERAN AV & ANDREWS AV, San Jose, CA"
"LEMOYNE WY & FENIAN DR, San Jose, CA"
"BLOSSON HILL RD & CHERRY BLOSS, San Jose, CA"
"GRANDWELL WY & ROSEWELL CT, San Jose, CA"
"1750 DEMARIETTA ST, San Jose, CA"
"PEAR ORCHARD DR & FOXGLOVE PL, San Jose, CA"
"AVENUE A & AVENUE B, San Jose, CA"
"TERRENA VALLEY DR & TERRA BRAV, San Jose, CA"
"S BASCOM AV & DEAD END, San Jose, CA"
"BARLOW AV & POPLAR DR, San Jose, CA"
"PINNACLE DR & VISTAVIEW DR, San Jose, CA"
"1250 FRANCISCO ST, San Jose, CA"
"CURTNER AV & PLANT SHOPPING CE, San Jose, CA"
"DELUCA DR & CARMINE WY, San Jose, CA"
"MILDRED AV & HICKS AV, San Jose, CA"
"AUZERAIS AV & HANNAH CT, San Jose, CA"
"1150 AIRPORT BL, San Jose, CA"
"CAPITOL EX & NB 680 FROM CAPIT, San Jose, CA"
"PINKERTON DR & DENSMORE DR, San Jose, CA"
"HERCUS CT & JAGGERS DR, San Jose, CA"
"HWY 85 & SANTA TERESA BL, San Jose, CA"
"TAMPA WY & S KING RD, San Jose, CA"
"MCABEE RD & PORTO ALEGRE DR, San Jose, CA"
"DIXON LANDING RD & N MCCARTHY , San Jose, CA"
"650 SERANADE WY, San Jose, CA"
"2150 OAKLAND RD SPC #, San Jose, CA"
"MIRADOR CT & MIRADOR TR, San Jose, CA"
"LANCELOT LN & FORMOSA RIDGE DR, San Jose, CA"
"CALLE ALMADEN & PORTO ALEGRE D, San Jose, CA"
"1650 MONTERY, San Jose, CA"
"50 SAN JOSE PD WIRELESS, San Jose, CA"
"GUADALUPE PARK & JULIANN, San Jose, CA"
"TOYON AV & SELBY LN, San Jose, CA"
"COMANCHE DR & CROW LN, San Jose, CA"
"CROW CT & CROW LN, San Jose, CA"
"14950 PASEO TRANQUIL, San Jose, CA"
"DOVER WY & SHOREHAM CT, San Jose, CA"
"EWERT RD & TERMINAL DR, San Jose, CA"
"ARDEN WY & BARLOW AV, San Jose, CA"
"1150 PIPEDREAM CT, San Jose, CA"
"CURTNER AV & ST LAWRENCE DR, San Jose, CA"
"MACKIN WOODS LN & ETOILE CT, San Jose, CA"
"AFTON CT & MACLAY DR, San Jose, CA"
"SEIFERT AV & ASHCROFT LN, San Jose, CA"
"WINONA DR & WILCOX WY, San Jose, CA"
"WILHELMINA WY & NIKETTE WY, San Jose, CA"
"MT EVEREST DR & MT LASSEN DR, San Jose, CA"
"E SANTA CLARA ST & CALHOUN ST, San Jose, CA"
"ALMADEN EX & 85 ON RAMP, San Jose, CA"
"ENCANTO WY & ALTIA AV, San Jose, CA"
"MATZLEY DR & ROSS AV, San Jose, CA"
"AVENUE C & GAY AV, San Jose, CA"
"REGINA WY & DEL LOMA DR, San Jose, CA"
"E SAN ANTONIO ST & CHARITY CT, San Jose, CA"
"SEVENS TREES BL & EL CAJON, San Jose, CA"
"LUNDY AV & QUME DR, San Jose, CA"
"50 N 85, San Jose, CA"
"MCKENDRIE ST & MORSE ST, San Jose, CA"
"13850 LLAGAS AV, San Jose, CA"
"AMHERST LN & EDEN AV, San Jose, CA"
"1050 RICHARD AV, San Jose, CA"
"COMPTON LN & TURNWOOD CT, San Jose, CA"
"2150 STONE, San Jose, CA"
"WACO ST & STOCKTON AV, San Jose, CA"
"1150 ALVERNEZ, San Jose, CA"
"2250 BOHANNON ST, San Jose, CA"
"ELLMAR OAKS DR & VISTAPARK DR, San Jose, CA"
"JARVIS AV & LANSING AV, San Jose, CA"
"COURTNEY AV & HOLLY HILL DR, San Jose, CA"
"MASSACHUSETTS DR & NARVAEZ AV, San Jose, CA"
"DOUGLANE AV & FOREST AV, San Jose, CA"
"SOUTHWOOD DR & COLOMBO DR, San Jose, CA"
"MURILLO AV & SOUTHAMPTON CT, San Jose, CA"
"MONTEREY RD & HOUNDSHAVEN WY, San Jose, CA"
"2700 CHROMITE DR, San Jose, CA"
"NB 85 & BHR, San Jose, CA"
"FONT TR & BAUTISTA PL, San Jose, CA"
